index,cop,day,fname,by,Ok?,remarks
538,06_6B,17,06_6B_17,RL,0,
547,06_6C,17,06_6C_17,RL,0,
556,06_6D,17,06_6D_17,RL,0,
565,07_1A,17,07_1A_17,RL,0,
574,07_1D,17,07_1D_17,RL,0,
583,07_2A,17,07_2A_17,RL,0,
592,07_2B,17,07_2B_17,RL,0,
601,07_2D,17,07_2D_17,RL,0,
610,07_3B,17,07_3B_17,RL,0,
619,07_3C,17,07_3C_17,RL,0,
628,07_3D,17,07_3D_17,RL,0,
637,07_4D,17,07_4D_17,RL,0,
646,07_5B,17,07_5B_17,RL,0,
655,07_5C,17,07_5C_17,RL,0,
664,07_6A,17,07_6A_17,RL,0,
673,07_6B,17,07_6B_17,RL,0,
682,07_6D,17,07_6D_17,RL,0,
700,08_2A,17,08_2A_17,RL,0,
709,08_2C,17,08_2C_17,RL,0,
718,08_2D,17,08_2D_17,RL,0,
736,08_3D,17,08_3D_17,RL,0,
745,08_5B,17,08_5B_17,RL,0,
754,08_5C,17,08_5C_17,RL,0,
763,08_5D,17,08_5D_17,RL,0,
772,08_6C,17,08_6C_17,RL,0,
781,09_1B,17,09_1B_17,RL,0,
790,09_1C,17,09_1C_17,RL,0,
799,09_1D,17,09_1D_17,RL,0,
808,09_2B,17,09_2B_17,RL,0,
817,09_2D,17,09_2D_17,RL,0,
826,09_3D,17,09_3D_17,RL,0,
835,09_4A,17,09_4A_17,RL,0,
853,09_4D,17,09_4D_17,RL,0,
862,09_5D,17,09_5D_17,RL,0,
880,09_6C,17,09_6C_17,RL,0,
889,09_6D,17,09_6D_17,RL,0,
898,10_1C,17,10_1C_17,RL,0,
907,10_1D,17,10_1D_17,RL,0,
916,10_2A,17,10_2A_17,RL,0,
925,10_2C,17,10_2C_17,RL,0,
934,10_2D,17,10_2D_17,RL,0,
943,10_3B,17,10_3B_17,RL,0,
952,10_4C,17,10_4C_17,RL,0,
961,10_5C,17,10_5C_17,RL,0,
979,10_6D,17,10_6D_17,RL,0,
997,11_1D,17,11_1D_17,RL,0,
1015,11_2C,17,11_2C_17,RL,0,
1024,11_4A,17,11_4A_17,RL,0,
1033,11_4B,17,11_4B_17,RL,1,?
1042,11_5B,17,11_5B_17,RL,0,
1051,11_6C,17,11_6C_17,RL,0,
1060,11_6D,17,11_6D_17,RL,0,
1069,12_3C,17,12_3C_17,RL,0,
1078,12_4B,17,12_4B_17,RL,0,
1096,12_6C,17,12_6C_17,RL,0,
1105,12_6D,17,12_6D_17,RL,0,
1132,13_1C,17,13_1C_17,RL,0,
1150,13_2B,17,13_2B_17,RL,0,
1159,13_3C,17,13_3C_17,RL,0,
1168,13_3D,17,13_3D_17,RL,0,
1177,13_4A,17,13_4A_17,RL,0,
1195,13_6A,17,13_6A_17,RL,0,
1204,13_6D,17,13_6D_17,RL,0,
1222,14_2B,17,14_2B_17,RL,0,
1276,14_5C,17,14_5C_17,RL,0,
1285,14_6C,17,14_6C_17,RL,0,
1312,15_2A,17,15_2A_17,RL,0,
1321,15_2C,17,15_2C_17,RL,0,
1348,15_5B,17,15_5B_17,RL,0,
1357,15_5D,17,15_5D_17,RL,0,
1366,15_6D,17,15_6D_17,RL,0,
1384,16_5A,17,16_5A_17,RL,0,
1402,17_2B,17,17_2B_17,RL,0,
1411,18_4A,17,18_4A_17,RL,0,
1438,18_6C,17,18_6C_17,RL,0,
1447,19_1A,17,19_1A_17,RL,0,
1456,19_1D,17,19_1D_17,RL,0,
1474,19_3A,17,19_3A_17,RL,0,
1483,20_5B,17,20_5B_17,RL,0,
1510,21_1D,17,21_1D_17,RL,0,
1519,21_2B,17,21_2B_17,RL,0,
1528,21_3A,17,21_3A_17,RL,0,
1537,21_4A,17,21_4A_17,RL,0,
1546,21_4B,17,21_4B_17,RL,0,
1555,21_4C,17,21_4C_17,RL,0,
1564,21_4D,17,21_4D_17,RL,0,
1573,21_5C,17,21_5C_17,RL,0,
1582,21_5D,17,21_5D_17,RL,0,
1591,21_6A,17,21_6A_17,RL,0,
1600,21_6B,17,21_6B_17,RL,0,
1618,22_1A,17,22_1A_17,RL,0,
1627,22_1B,17,22_1B_17,RL,0,
1645,22_2A,17,22_2A_17,RL,0,
1654,22_2B,17,22_2B_17,RL,0,
1663,22_2D,17,22_2D_17,RL,0,
1681,22_4B,17,22_4B_17,RL,0,
1690,22_5D,17,22_5D_17,RL,0,
1699,22_6B,17,22_6B_17,RL,0,
1708,22_6C,17,22_6C_17,RL,0,
1717,22_6D,17,22_6D_17,RL,0,
1726,23_1B,17,23_1B_17,RL,0,
1735,23_1C,17,23_1C_17,RL,0,
1744,23_2A,17,23_2A_17,RL,0,
1753,23_2C,17,23_2C_17,RL,0,
1762,23_2D,17,23_2D_17,RL,0,
1771,23_3A,17,23_3A_17,RL,0,
1780,23_3B,17,23_3B_17,RL,0,
1798,23_4C,17,23_4C_17,RL,0,
1807,23_4D,17,23_4D_17,RL,0,
1825,23_5B,17,23_5B_17,RL,0,
1834,23_5C,17,23_5C_17,RL,0,
1843,23_5D,17,23_5D_17,RL,0,
1852,23_6A,17,23_6A_17,RL,0,
1861,23_6B,17,23_6B_17,RL,0,
1870,24_1B,17,24_1B_17,RL,0,
1879,24_1C,17,24_1C_17,RL,0,
1888,24_2B,17,24_2B_17,RL,0,
1897,24_2C,17,24_2C_17,RL,0,
1906,24_3C,17,24_3C_17,RL,0,
1915,24_3D,17,24_3D_17,RL,1,?
1924,24_4C,17,24_4C_17,RL,0,
1933,24_4D,17,24_4D_17,RL,0,
1942,24_5A,17,24_5A_17,RL,0,
1960,24_6B,17,24_6B_17,RL,0,
1969,24_6C,17,24_6C_17,RL,0,
1978,25_1A,17,25_1A_17,RL,0,
1987,25_2A,17,25_2A_17,RL,0,
1996,25_3A,17,25_3A_17,RL,0,
2005,25_3B,17,25_3B_17,RL,0,
2014,25_3D,17,25_3D_17,RL,0,
2023,25_4A,17,25_4A_17,RL,0,
2032,25_4C,17,25_4C_17,RL,0,
2041,25_4D,17,25_4D_17,RL,0,
2050,25_5A,17,25_5A_17,RL,0,
2059,25_5B,17,25_5B_17,RL,0,
2068,25_5D,17,25_5D_17,RL,0,
2077,25_6B,17,25_6B_17,RL,0,
2086,25_6D,17,25_6D_17,RL,0,
2095,26_1A,17,26_1A_17,RL,0,
2122,26_2C,17,26_2C_17,RL,0,
2131,26_3A,17,26_3A_17,RL,0,
2140,26_3B,17,26_3B_17,RL,0,
2158,26_4A,17,26_4A_17,RL,0,
2167,26_4B,17,26_4B_17,RL,0,
2176,26_4D,17,26_4D_17,RL,0,
2185,26_5A,17,26_5A_17,RL,0,
2194,26_5D,17,26_5D_17,RL,0,
2203,26_6A,17,26_6A_17,RL,0,
2212,26_6B,17,26_6B_17,RL,0,
2221,26_6C,17,26_6C_17,RL,0,
2230,27_1B,17,27_1B_17,RL,1,?
2239,27_1C,17,27_1C_17,RL,0,
2248,27_1D,17,27_1D_17,RL,0,
2275,27_4D,17,27_4D_17,RL,0,
2284,27_5B,17,27_5B_17,RL,0,
2329,28_3C,17,28_3C_17,RL,0,
2338,28_4A,17,28_4A_17,RL,0,
2347,28_5B,17,28_5B_17,RL,0,
2356,28_6A,17,28_6A_17,RL,0,
2365,28_6C,17,28_6C_17,RL,0,
2374,29_1A,17,29_1A_17,RL,0,
2383,29_1C,17,29_1C_17,RL,0,
2392,29_2A,17,29_2A_17,RL,0,
2401,29_2C,17,29_2C_17,RL,0,
2410,29_2D,17,29_2D_17,RL,0,
2419,29_3B,17,29_3B_17,RL,0,
2428,29_5B,17,29_5B_17,RL,0,
2437,29_6A,17,29_6A_17,RL,0,
2446,29_6B,17,29_6B_17,RL,0,
2455,29_6D,17,29_6D_17,RL,0,
2464,30_1A,17,30_1A_17,RL,0,
2473,30_2B,17,30_2B_17,RL,0,
2482,30_3B,17,30_3B_17,RL,0,
2491,30_3C,17,30_3C_17,RL,0,
2500,30_3D,17,30_3D_17,RL,0,
2509,30_4D,17,30_4D_17,RL,0,
2518,30_5B,17,30_5B_17,RL,0,
2527,30_5C,17,30_5C_17,RL,0,
2536,30_5D,17,30_5D_17,RL,0,
2545,30_6A,17,30_6A_17,RL,0,
2554,30_6B,17,30_6B_17,RL,0,
2563,30_6C,17,30_6C_17,RL,0,
2572,31_1C,17,31_1C_17,RL,0,
2581,31_2C,17,31_2C_17,RL,0,
2590,31_2D,17,31_2D_17,RL,0,
2599,31_3A,17,31_3A_17,RL,0,
2608,31_3B,17,31_3B_17,RL,1,?
2617,31_4B,17,31_4B_17,RL,0,
2626,31_4C,17,31_4C_17,RL,0,
2635,31_5B,17,31_5B_17,RL,0,
2653,31_6D,17,31_6D_17,RL,0,
2662,32_1A,17,32_1A_17,RL,1,?
2671,32_1C,17,32_1C_17,RL,0,
2680,32_1D,17,32_1D_17,RL,0,
2689,32_2A,17,32_2A_17,RL,0,
2698,32_2B,17,32_2B_17,RL,0,
2716,32_2D,17,32_2D_17,RL,0,
2725,32_3A,17,32_3A_17,RL,0,
2761,32_6A,17,32_6A_17,RL,0,
2770,32_6B,17,32_6B_17,RL,0,
2788,33_1A,17,33_1A_17,RL,0,
2806,33_2A,17,33_2A_17,RL,0,
2815,33_2B,17,33_2B_17,RL,0,
2824,33_2C,17,33_2C_17,RL,0,
2833,33_2D,17,33_2D_17,RL,0,
2842,33_3A,17,33_3A_17,RL,0,
2851,33_3C,17,33_3C_17,RL,0,
2869,33_5A,17,33_5A_17,RL,0,
2878,33_5C,17,33_5C_17,RL,0,
2887,33_5D,17,33_5D_17,RL,0,
2896,33_6A,17,33_6A_17,RL,0,
2905,34_1A,17,34_1A_17,RL,0,
2914,34_1B,17,34_1B_17,RL,0,
2923,34_1C,17,34_1C_17,RL,0,
2932,34_1D,17,34_1D_17,RL,1,?
2950,34_2C,17,34_2C_17,RL,0,
2968,34_3C,17,34_3C_17,RL,0,
2977,34_4A,17,34_4A_17,RL,0,
2986,34_4B,17,34_4B_17,RL,0,
2995,34_5C,17,34_5C_17,RL,0,
3004,34_5D,17,34_5D_17,RL,0,
3013,34_6A,17,34_6A_17,RL,1,?
3022,34_6B,17,34_6B_17,RL,0,
3031,34_6C,17,34_6C_17,RL,0,
3040,35_1C,17,35_1C_17,RL,0,
3049,35_2A,17,35_2A_17,RL,0,
3058,35_2B,17,35_2B_17,RL,0,
3085,35_4A,17,35_4A_17,RL,0,
3094,35_4D,17,35_4D_17,RL,0,
3103,35_5A,17,35_5A_17,RL,0,
3112,35_5B,17,35_5B_17,RL,0,
3121,35_5C,17,35_5C_17,RL,0,
3130,35_5D,17,35_5D_17,RL,0,
3139,35_6A,17,35_6A_17,RL,0,
3148,35_6B,17,35_6B_17,RL,0,
3157,35_6C,17,35_6C_17,RL,0,
3166,35_6D,17,35_6D_17,RL,0,
3184,36_1D,17,36_1D_17,RL,0,
3193,36_2A,17,36_2A_17,RL,0,
3202,36_2B,17,36_2B_17,RL,0,
3220,36_3B,17,36_3B_17,RL,0,
3229,36_4C,17,36_4C_17,RL,0,
3238,36_6A,17,36_6A_17,RL,0,
3256,37_1C,17,37_1C_17,RL,0,
3265,37_1D,17,37_1D_17,RL,0,
3274,37_2A,17,37_2A_17,RL,0,
3283,37_3C,17,37_3C_17,RL,0,
3292,37_4B,17,37_4B_17,RL,0,
3301,37_5C,17,37_5C_17,RL,0,
3319,38_1B,17,38_1B_17,RL,0,
3328,38_1C,17,38_1C_17,RL,0,
3337,38_1D,17,38_1D_17,RL,0,
3355,38_2D,17,38_2D_17,RL,0,
3364,38_3B,17,38_3B_17,RL,0,
3373,38_3C,17,38_3C_17,RL,0,
3391,38_5A,17,38_5A_17,RL,0,
3400,38_5B,17,38_5B_17,RL,0,
3409,38_5C,17,38_5C_17,RL,0,
3418,38_6A,17,38_6A_17,RL,0,
3427,39_1C,17,39_1C_17,RL,0,
3445,39_2C,17,39_2C_17,RL,0,
3454,39_2D,17,39_2D_17,RL,0,
3463,39_5B,17,39_5B_17,RL,0,
3472,39_5D,17,39_5D_17,RL,0,
3490,39_6B,17,39_6B_17,RL,0,
3499,39_6D,17,39_6D_17,RL,0,
3508,40_1A,17,40_1A_17,RL,0,
3517,40_1C,17,40_1C_17,RL,0,
3526,40_1D,17,40_1D_17,RL,0,
3544,40_2B,17,40_2B_17,RL,0,
3553,40_2C,17,40_2C_17,RL,0,
3562,40_3C,17,40_3C_17,RL,0,
3571,40_4A,17,40_4A_17,RL,0,
3580,40_4D,17,40_4D_17,RL,0,
3589,40_6D,17,40_6D_17,RL,0,
3598,41_1A,17,41_1A_17,RL,0,
3607,41_1B,17,41_1B_17,RL,0,
3616,41_1D,17,41_1D_17,RL,0,
3625,41_4A,17,41_4A_17,RL,0,
3634,41_5C,17,41_5C_17,RL,0,
3643,41_6C,17,41_6C_17,RL,0,
3652,41_6D,17,41_6D_17,RL,0,
3661,42_1A,17,42_1A_17,RL,0,
3670,42_1C,17,42_1C_17,RL,0,
3679,42_2A,17,42_2A_17,RL,0,
3688,42_2B,17,42_2B_17,RL,0,
3697,42_3A,17,42_3A_17,RL,0,
3706,42_3B,17,42_3B_17,RL,0,
3715,42_3D,17,42_3D_17,RL,0,
3724,42_4B,17,42_4B_17,RL,0,
3733,42_4D,17,42_4D_17,RL,0,
3742,42_5D,17,42_5D_17,RL,0,
3751,42_6A,17,42_6A_17,RL,0,
3760,42_6D,17,42_6D_17,RL,0,
3778,43_1B,17,43_1B_17,RL,0,
3787,43_1C,17,43_1C_17,RL,0,
3805,43_2D,17,43_2D_17,RL,0,
3814,43_3A,17,43_3A_17,RL,0,
3823,43_3B,17,43_3B_17,RL,0,
3832,43_3C,17,43_3C_17,RL,0,
3841,43_4C,17,43_4C_17,RL,0,
3850,43_4D,17,43_4D_17,RL,0,
3859,43_5B,17,43_5B_17,RL,0,
3868,43_6B,17,43_6B_17,RL,0,
3877,44_1B,17,44_1B_17,RL,0,
3895,44_2B,17,44_2B_17,RL,0,
3904,44_2D,17,44_2D_17,RL,0,
3913,44_3B,17,44_3B_17,RL,0,
3922,44_3C,17,44_3C_17,RL,0,
3940,44_4B,17,44_4B_17,RL,0,
3949,44_4C,17,44_4C_17,RL,0,
3958,44_5D,17,44_5D_17,RL,0,
3967,45_1A,17,45_1A_17,RL,0,
3976,45_1B,17,45_1B_17,RL,0,
3985,45_2A,17,45_2A_17,RL,0,
3994,45_3C,17,45_3C_17,RL,0,
4003,45_4A,17,45_4A_17,RL,0,
4012,45_6B,17,45_6B_17,RL,0,
4030,45_6D,17,45_6D_17,RL,0,
4039,46_1A,17,46_1A_17,RL,0,
4048,46_3B,17,46_3B_17,RL,0,
4057,46_3D,17,46_3D_17,RL,0,
4066,46_4D,17,46_4D_17,RL,0,
4075,47_1A,17,47_1A_17,RL,0,
4084,47_1C,17,47_1C_17,RL,0,
4093,47_2A,17,47_2A_17,RL,0,
4102,47_2B,17,47_2B_17,RL,0,
4111,47_4C,17,47_4C_17,RL,0,
4120,47_5B,17,47_5B_17,RL,0,
4129,47_5C,17,47_5C_17,RL,0,
4138,47_6B,17,47_6B_17,RL,0,
4147,48_2A,17,48_2A_17,RL,0,
4156,48_4A,17,48_4A_17,RL,0,
4165,48_4B,17,48_4B_17,RL,0,
4174,48_4C,17,48_4C_17,RL,0,
4183,48_4D,17,48_4D_17,RL,0,
4192,48_6A,17,48_6A_17,RL,0,
4201,48_6B,17,48_6B_17,RL,0,
4210,49_1B,17,49_1B_17,RL,0,
4219,49_1C,17,49_1C_17,RL,0,
4228,49_1D,17,49_1D_17,RL,0,
4237,49_3B,17,49_3B_17,RL,0,
4246,50_4A,17,50_4A_17,RL,0,
4255,50_4B,17,50_4B_17,RL,0,
4264,50_5C,17,50_5C_17,RL,0,
4273,50_6C,17,50_6C_17,RL,0,
4282,51_1D,17,51_1D_17,RL,0,
4291,51_3D,17,51_3D_17,RL,0,
4300,51_4B,17,51_4B_17,RL,0,
4309,51_4C,17,51_4C_17,RL,0,
4318,51_5B,17,51_5B_17,RL,0,
4336,52_1A,17,52_1A_17,RL,0,
4345,52_1C,17,52_1C_17,RL,0,
4354,52_1D,17,52_1D_17,RL,0,
4363,52_2C,17,52_2C_17,RL,0,
4372,52_2D,17,52_2D_17,RL,0,
4381,52_3A,17,52_3A_17,RL,0,
4390,52_3D,17,52_3D_17,RL,0,
4399,52_4C,17,52_4C_17,RL,0,
4417,52_5C,17,52_5C_17,RL,0,
4426,52_6A,17,52_6A_17,RL,0,
4435,52_6B,17,52_6B_17,RL,0,
4444,52_6D,17,52_6D_17,RL,0,
4453,53_2A,17,53_2A_17,RL,0,
4462,53_3C,17,53_3C_17,RL,0,
4471,53_4B,17,53_4B_17,RL,0,
4480,53_5B,17,53_5B_17,RL,0,
4489,53_6A,17,53_6A_17,RL,0,
4498,53_6D,17,53_6D_17,RL,0,
4507,54_2B,17,54_2B_17,RL,1,?
4516,54_3D,17,54_3D_17,RL,0,
4534,54_4D,17,54_4D_17,RL,0,
4561,54_6A,17,54_6A_17,RL,0,
4570,54_6C,17,54_6C_17,RL,0,
4588,55_1B,17,55_1B_17,RL,0,
4597,55_1C,17,55_1C_17,RL,0,
4606,55_2A,17,55_2A_17,RL,0,
4615,55_3A,17,55_3A_17,RL,0,
4624,55_3C,17,55_3C_17,RL,0,
4633,55_3D,17,55_3D_17,RL,0,
4642,55_4A,17,55_4A_17,RL,0,
4651,55_4B,17,55_4B_17,RL,0,
4660,55_4C,17,55_4C_17,RL,0,
4669,55_4D,17,55_4D_17,RL,0,
4678,55_5A,17,55_5A_17,RL,0,
4687,55_5C,17,55_5C_17,RL,0,
4696,55_5D,17,55_5D_17,RL,0,
4705,55_6B,17,55_6B_17,RL,0,
4723,55_6D,17,55_6D_17,RL,0,
4750,56_3A,17,56_3A_17,RL,0,
4768,56_4D,17,56_4D_17,RL,0,
4786,56_6B,17,56_6B_17,RL,0,
4795,56_6C,17,56_6C_17,RL,0,
4813,57_5B,17,57_5B_17,RL,0,
4831,57_6A,17,57_6A_17,RL,0,
4840,57_6C,17,57_6C_17,RL,0,
4849,58_1A,17,58_1A_17,RL,0,
4867,58_2D,17,58_2D_17,RL,0,
4876,58_3B,17,58_3B_17,RL,0,
4885,58_3C,17,58_3C_17,RL,0,
4894,58_5B,17,58_5B_17,RL,0,
4903,58_5D,17,58_5D_17,RL,0,
4939,59_2C,17,59_2C_17,RL,0,
4948,59_5A,17,59_5A_17,RL,0,
4957,59_5D,17,59_5D_17,RL,0,
4966,60_1A,17,60_1A_17,RL,0,
4975,60_2B,17,60_2B_17,RL,0,
5002,60_3D,17,60_3D_17,RL,0,
5020,61_1A,17,61_1A_17,RL,0,
5029,61_1B,17,61_1B_17,RL,0,
5038,61_1D,17,61_1D_17,RL,1,?
5056,61_2C,17,61_2C_17,RL,0,
5074,61_3B,17,61_3B_17,RL,0,
5083,61_4A,17,61_4A_17,RL,0,
5092,61_4B,17,61_4B_17,RL,0,
5101,61_5B,17,61_5B_17,RL,0,
5110,61_5C,17,61_5C_17,RL,0,
5119,61_6A,17,61_6A_17,RL,0,
5128,61_6B,17,61_6B_17,RL,0,
5137,62_1A,17,62_1A_17,RL,0,
5146,62_2B,17,62_2B_17,RL,0,
5155,62_3C,17,62_3C_17,RL,0,
5164,62_4B,17,62_4B_17,RL,0,
5173,62_4C,17,62_4C_17,RL,0,
5182,62_4D,17,62_4D_17,RL,0,
5191,62_5D,17,62_5D_17,RL,0,
5200,63_1C,17,63_1C_17,RL,0,
5218,63_4A,17,63_4A_17,RL,0,
5227,63_4C,17,63_4C_17,RL,0,
5245,63_5D,17,63_5D_17,RL,0,
5272,64_1D,17,64_1D_17,RL,0,
5281,64_2A,17,64_2A_17,RL,0,
5299,64_3A,17,64_3A_17,RL,0,
5308,64_4C,17,64_4C_17,RL,0,
5317,64_5B,17,64_5B_17,RL,0,
5326,64_5D,17,64_5D_17,RL,0,
5335,65_1A,17,65_1A_17,RL,0,
5344,65_1C,17,65_1C_17,RL,0,
5353,65_2A,17,65_2A_17,RL,0,
5371,65_4D,17,65_4D_17,RL,0,
5380,65_5A,17,65_5A_17,RL,0,
5389,65_6A,17,65_6A_17,RL,0,
5398,65_6B,17,65_6B_17,RL,0,
5407,65_6C,17,65_6C_17,RL,0,
5416,66_1A,17,66_1A_17,RL,0,
5425,66_2B,17,66_2B_17,RL,0,
5434,66_2C,17,66_2C_17,RL,0,
5443,66_2D,17,66_2D_17,RL,0,
5452,66_4A,17,66_4A_17,RL,0,
5461,66_4C,17,66_4C_17,RL,1,?
5470,66_5A,17,66_5A_17,RL,1,?
5479,66_5B,17,66_5B_17,RL,0,
5488,66_5D,17,66_5D_17,RL,0,
5497,66_6B,17,66_6B_17,RL,0,
5515,67_1B,17,67_1B_17,RL,0,
5524,67_1C,17,67_1C_17,RL,0,
5542,67_4B,17,67_4B_17,RL,0,
5560,67_6B,17,67_6B_17,RL,0,
5569,68_1A,17,68_1A_17,RL,1,?
5578,68_2A,17,68_2A_17,RL,0,
5587,68_3A,17,68_3A_17,RL,0,
5596,68_3B,17,68_3B_17,RL,1,?
5605,68_5D,17,68_5D_17,RL,0,
5614,68_6C,17,68_6C_17,RL,0,
5623,69_1A,17,69_1A_17,RL,1,?
5641,69_1D,17,69_1D_17,RL,0,
5650,69_2B,17,69_2B_17,RL,0,
5659,69_2C,17,69_2C_17,RL,0,
5668,69_3B,17,69_3B_17,RL,0,
5677,69_4A,17,69_4A_17,RL,0,
5686,69_4D,17,69_4D_17,RL,0,
5704,69_6A,17,69_6A_17,RL,0,
5713,69_6B,17,69_6B_17,RL,0,
5722,69_6C,17,69_6C_17,RL,0,
5731,70_1A,17,70_1A_17,RL,0,
5740,70_1B,17,70_1B_17,RL,0,
5758,70_2A,17,70_2A_17,RL,0,
5767,70_2B,17,70_2B_17,RL,0,
5776,70_2D,17,70_2D_17,RL,0,
5785,70_3B,17,70_3B_17,RL,0,
5812,71_1A,17,71_1A_17,RL,0,
5821,71_1B,17,71_1B_17,RL,0,
5830,71_1C,17,71_1C_17,RL,0,
5848,71_2C,17,71_2C_17,RL,0,
5857,71_3A,17,71_3A_17,RL,0,
5866,71_3B,17,71_3B_17,RL,0,
5884,71_4B,17,71_4B_17,RL,0,
5893,71_4C,17,71_4C_17,RL,0,
5902,71_4D,17,71_4D_17,RL,0,
5911,72_2B,17,72_2B_17,RL,0,
5920,72_2C,17,72_2C_17,RL,0,
5929,72_3A,17,72_3A_17,RL,0,
5947,72_4A,17,72_4A_17,RL,0,
5956,72_4C,17,72_4C_17,RL,0,
5965,72_4D,17,72_4D_17,RL,0,
5983,72_5B,17,72_5B_17,RL,0,
5992,72_5C,17,72_5C_17,RL,0,
6010,72_6A,17,72_6A_17,RL,0,
6019,72_6C,17,72_6C_17,RL,0,
6028,72_6D,17,72_6D_17,RL,0,
6037,73_1B,17,73_1B_17,RL,0,
6046,73_1D,17,73_1D_17,RL,0,
6064,73_2D,17,73_2D_17,RL,0,
6073,73_3B,17,73_3B_17,RL,0,
6082,73_4A,17,73_4A_17,RL,0,
6091,73_4C,17,73_4C_17,RL,0,
6109,73_6D,17,73_6D_17,RL,0,
6118,74_1B,17,74_1B_17,RL,0,
6127,74_1C,17,74_1C_17,RL,0,
6136,74_2B,17,74_2B_17,RL,0,
6145,74_3A,17,74_3A_17,RL,0,
6154,74_3D,17,74_3D_17,RL,0,
6172,74_5D,17,74_5D_17,RL,0,
